# Title: January - December 2023 Contiguous U.S. County Minimum Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-231,Pike County,Georgia,52.4,2.2,124,50.1
GA-233,Polk County,Georgia,50.2,2.5,120,47.7
GA-235,Pulaski County,Georgia,54.8,1.6,113,53.2
GA-237,Putnam County,Georgia,53.2,3.1,127,50.1
GA-239,Quitman County,Georgia,55.5,2.6,127,53
GA-241,Rabun County,Georgia,47.5,2.8,125,44.7
GA-243,Randolph County,Georgia,55.7,2.8,126,52.9
GA-245,Richmond County,Georgia,54.2,2.4,122,51.8
GA-247,Rockdale County,Georgia,52.4,2.6,126,49.7
GA-249,Schley County,Georgia,54.7,3,125,51.7
GA-251,Screven County,Georgia,54.4,2,122,52.3
GA-253,Seminole County,Georgia,57.3,2.3,122,55
GA-255,Spalding County,Georgia,52.7,2.4,123,50.3
GA-257,Stephens County,Georgia,50.9,1.7,114,49.2
GA-259,Stewart County,Georgia,54.6,2.6,125,52
GA-261,Sumter County,Georgia,55.8,3.3,126,52.5
GA-263,Talbot County,Georgia,52.3,1.7,117,50.6
GA-265,Taliaferro County,Georgia,52.4,2.3,119,50.1
GA-267,Tattnall County,Georgia,56.1,2.2,123,53.9
GA-269,Taylor County,Georgia,53.4,2.3,123,51.1
GA-271,Telfair County,Georgia,55.8,2,121,53.7
GA-273,Terrell County,Georgia,56.1,3,126,53.1
GA-275,Thomas County,Georgia,56.9,2.6,124,54.3
GA-277,Tift County,Georgia,55.4,1.6,116,53.7
GA-279,Toombs County,Georgia,55.8,2.4,123,53.5
GA-281,Towns County,Georgia,45.9,2.3,121,43.6
GA-283,Treutlen County,Georgia,55,2,120,53
GA-285,Troup County,Georgia,51.8,2.6,121,49.3
GA-287,Turner County,Georgia,55.3,2.1,120,53.2
GA-289,Twiggs County,Georgia,54.1,2,119,52.1
GA-291,Union County,Georgia,45.6,1.6,113,44
GA-293,Upson County,Georgia,52.5,2.1,121,50.4
GA-295,Walker County,Georgia,50.9,3.4,127,47.5
GA-297,Walton County,Georgia,52,2.5,123,49.5
GA-299,Ware County,Georgia,57.4,3.3,124,54.1
GA-301,Warren County,Georgia,52.8,2.2,117,50.6
GA-303,Washington County,Georgia,54.1,2.5,124,51.6
GA-305,Wayne County,Georgia,56.9,2.6,122,54.2
GA-307,Webster County,Georgia,55.1,3.1,126,51.9
GA-309,Wheeler County,Georgia,55.5,2.1,120,53.5
GA-311,White County,Georgia,48.5,2.3,122,46.2
GA-313,Whitfield County,Georgia,50.9,3.1,127,47.8
GA-315,Wilcox County,Georgia,55.4,1.9,120,53.4
GA-317,Wilkes County,Georgia,52.5,2.6,119,49.9
GA-319,Wilkinson County,Georgia,54.3,2.2,120,52
GA-321,Worth County,Georgia,55.9,2.2,122,53.7
ID-001,Ada County,Idaho,40.3,1.7,119,38.5
ID-003,Adams County,Idaho,33.4,1.9,114,31.5
ID-005,Bannock County,Idaho,33.7,1.1,98,32.6
ID-007,Bear Lake County,Idaho,27.7,0.6,83,27.1
ID-009,Benewah County,Idaho,37.2,3.4,127,33.8
ID-011,Bingham County,Idaho,32.2,0.9,89,31.4
ID-013,Blaine County,Idaho,30.5,1.3,104,29.2
ID-015,Boise County,Idaho,32.1,1.1,96,31
ID-017,Bonner County,Idaho,36,3.2,126,32.8
ID-019,Bonneville County,Idaho,30.7,1,97,29.7
ID-021,Boundary County,Idaho,34.9,3.7,127,31.3
ID-023,Butte County,Idaho,28.8,0.6,87,28.1
ID-025,Camas County,Idaho,30.2,1.2,104,28.9
ID-027,Canyon County,Idaho,39.9,2,120,38
ID-029,Caribou County,Idaho,29.8,0.4,78,29.4
ID-031,Cassia County,Idaho,34.7,1.2,103,33.5
ID-033,Clark County,Idaho,28.3,0.8,89,27.5
ID-035,Clearwater County,Idaho,35,2.5,124,32.4
ID-037,Custer County,Idaho,26.1,1.5,105,24.6
ID-039,Elmore County,Idaho,35.1,1,89,34.1
ID-041,Franklin County,Idaho,32.6,1.2,98,31.4
ID-043,Fremont County,Idaho,28,1.5,113,26.4
ID-045,Gem County,Idaho,37.8,1.5,109,36.3
ID-047,Gooding County,Idaho,36.9,1.6,110,35.3
ID-049,Idaho County,Idaho,31,1.8,118,29.2
ID-051,Jefferson County,Idaho,29.5,0.7,82,28.8
ID-053,Jerome County,Idaho,37,1.8,117,35.2
ID-055,Kootenai County,Idaho,37.5,2.9,126,34.7
ID-057,Latah County,Idaho,37.1,3.2,125,33.9
ID-059,Lemhi County,Idaho,28.4,1.6,109,26.7
ID-061,Lewis County,Idaho,35.9,2.3,122,33.7
ID-063,Lincoln County,Idaho,35,2.1,120,32.9
ID-065,Madison County,Idaho,31.7,2,115,29.8
ID-067,Minidoka County,Idaho,34,1.8,113,32.1
ID-069,Nez Perce County,Idaho,39.2,2.9,126,36.4
ID-071,Oneida County,Idaho,34.2,1,93,33.1
ID-073,Owyhee County,Idaho,35.1,1.1,100,34
ID-075,Payette County,Idaho,40.5,2.5,122,38
ID-077,Power County,Idaho,33.3,0.4,79,32.8
ID-079,Shoshone County,Idaho,35.2,3.1,126,32.2
ID-081,Teton County,Idaho,29.1,1.9,114,27.1
ID-083,Twin Falls County,Idaho,34.8,0.2,61,34.6
ID-085,Valley County,Idaho,27.2,2,116,25.3
ID-087,Washington County,Idaho,37.4,1.4,104,36
IL-001,Adams County,Illinois,44.7,2.6,120,42
IL-003,Alexander County,Illinois,49.2,3.1,127,46
IL-005,Bond County,Illinois,46.3,2.6,124,43.7
IL-007,Boone County,Illinois,40.7,3.3,124,37.4
IL-009,Brown County,Illinois,43.9,2.4,120,41.5
IL-011,Bureau County,Illinois,41.8,3.3,124,38.5
IL-013,Calhoun County,Illinois,45.7,2.6,123,43.2
IL-015,Carroll County,Illinois,41,4,127,37
IL-017,Cass County,Illinois,43.4,1.8,112,41.7
IL-019,Champaign County,Illinois,43.6,3.4,123,40.2
IL-021,Christian County,Illinois,45.2,3.1,125,42.1
IL-023,Clark County,Illinois,45.1,2.8,122,42.3
IL-025,Clay County,Illinois,46.7,3.4,126,43.3
IL-027,Clinton County,Illinois,46.8,2.8,123,44
IL-029,Coles County,Illinois,44.6,2.7,121,41.9
IL-031,Cook County,Illinois,43.5,3.9,127,39.6
IL-033,Crawford County,Illinois,46.1,2.9,124,43.2
IL-035,Cumberland County,Illinois,45.4,2.9,124,42.5
IL-037,DeKalb County,Illinois,41.1,3.3,123,37.8
IL-039,De Witt County,Illinois,43.8,3.3,125,40.5
IL-041,Douglas County,Illinois,44.5,3.4,124,41.1
IL-043,DuPage County,Illinois,42.6,3.6,125,39
IL-045,Edgar County,Illinois,43.7,2.4,118,41.3
IL-047,Edwards County,Illinois,47.1,2.9,123,44.3
IL-049,Effingham County,Illinois,46,3.2,125,42.9
IL-051,Fayette County,Illinois,45.9,2.8,124,43.2
IL-053,Ford County,Illinois,42.8,3.6,125,39.2
IL-055,Franklin County,Illinois,47.4,3.2,125,44.2
IL-057,Fulton County,Illinois,44,3.2,125,40.8
IL-059,Gallatin County,Illinois,48.2,2.8,125,45.5
IL-061,Greene County,Illinois,45.1,2.3,122,42.8
IL-063,Grundy County,Illinois,42.3,3.5,124,38.7
IL-065,Hamilton County,Illinois,47.2,2.8,124,44.4
IL-067,Hancock County,Illinois,44.3,2.8,122,41.5
IL-069,Hardin County,Illinois,48.3,2.7,123,45.6
IL-071,Henderson County,Illinois,43.3,2.8,122,40.5
IL-073,Henry County,Illinois,42.5,3.6,126,38.9
IL-075,Iroquois County,Illinois,42.3,3.2,122,39.1
IL-077,Jackson County,Illinois,47.6,3.5,127,44.1
IL-079,Jasper County,Illinois,46.7,3.6,128,43
IL-081,Jefferson County,Illinois,46.6,2.7,121,44
IL-083,Jersey County,Illinois,46.2,2.6,123,43.6
IL-085,Jo Daviess County,Illinois,40,3.3,122,36.7
IL-087,Johnson County,Illinois,48.3,3.2,124,45.2
IL-089,Kane County,Illinois,41.4,3.1,124,38.3
IL-091,Kankakee County,Illinois,42.3,3.4,123,38.9
IL-093,Kendall County,Illinois,41.8,2.8,121,39
IL-095,Knox County,Illinois,42.8,3.3,124,39.5
IL-097,Lake County,Illinois,42.4,4,127,38.4
IL-099,LaSalle County,Illinois,41.9,3.1,122,38.8
IL-101,Lawrence County,Illinois,46.3,2.4,120,43.9
IL-103,Lee County,Illinois,41.5,3.7,125,37.8
IL-105,Livingston County,Illinois,43,4.2,125,38.8
IL-107,Logan County,Illinois,44.1,2.7,124,41.4
IL-109,McDonough County,Illinois,43.6,2.9,124,40.7
IL-111,McHenry County,Illinois,40.7,3.3,126,37.4
IL-113,McLean County,Illinois,43.4,4.1,125,39.3
IL-115,Macon County,Illinois,44.5,3,124,41.5
IL-117,Macoupin County,Illinois,45.5,2.7,124,42.8
IL-119,Madison County,Illinois,46.9,2.5,123,44.4
IL-121,Marion County,Illinois,46.5,3,124,43.5
IL-123,Marshall County,Illinois,42.9,3.6,126,39.3
IL-125,Mason County,Illinois,44.2,2.8,124,41.4
IL-127,Massac County,Illinois,49.1,3,124,46.1
IL-129,Menard County,Illinois,43.9,2.4,121,41.5
IL-131,Mercer County,Illinois,42.6,2.9,123,39.7
IL-133,Monroe County,Illinois,47.5,2.8,123,44.7
IL-135,Montgomery County,Illinois,45.6,2.8,125,42.8
IL-137,Morgan County,Illinois,43.8,1.9,112,41.9
IL-139,Moultrie County,Illinois,44.6,2.9,123,41.7
IL-141,Ogle County,Illinois,40.8,3.5,124,37.4
IL-143,Peoria County,Illinois,44.1,4.1,127,39.9
IL-145,Perry County,Illinois,47.1,3.2,126,43.9
IL-147,Piatt County,Illinois,44.2,3.6,124,40.6
IL-149,Pike County,Illinois,44.7,2.4,120,42.3
IL-151,Pope County,Illinois,48.3,2.7,124,45.5
IL-153,Pulaski County,Illinois,49.3,3.3,128,46.1
IL-155,Putnam County,Illinois,42.5,3.1,123,39.3
IL-157,Randolph County,Illinois,46.8,2.8,120,44
IL-159,Richland County,Illinois,46.6,2.9,125,43.7
IL-161,Rock Island County,Illinois,42.9,3.6,126,39.3
IL-163,St. Clair County,Illinois,47,2.3,117,44.7
IL-165,Saline County,Illinois,47.8,2.8,124,45
IL-167,Sangamon County,Illinois,44.4,2.7,123,41.7
IL-169,Schuyler County,Illinois,44,2.7,124,41.2
IL-171,Scott County,Illinois,44.1,1.8,113,42.3
IL-173,Shelby County,Illinois,45.1,2.6,123,42.4
IL-175,Stark County,Illinois,42.4,3.6,126,38.8
IL-177,Stephenson County,Illinois,39.9,3.5,122,36.3
IL-179,Tazewell County,Illinois,44.1,3.7,126,40.4
IL-181,Union County,Illinois,48.3,3.4,128,44.9
IL-183,Vermilion County,Illinois,42.6,2.2,118,40.3
IL-185,Wabash County,Illinois,47.1,2.7,122,44.4
IL-187,Warren County,Illinois,42.7,2.7,123,40
IL-189,Washington County,Illinois,46.7,2.7,123,44
IL-191,Wayne County,Illinois,46.8,2.9,123,43.9
IL-193,White County,Illinois,47.8,2.9,124,44.9
IL-195,Whiteside County,Illinois,42,3.9,126,38.1
IL-197,Will County,Illinois,42.3,3.1,122,39.2
IL-199,Williamson County,Illinois,47.9,3.5,127,44.4
IL-201,Winnebago County,Illinois,40.6,3.3,123,37.3
IL-203,Woodford County,Illinois,43.2,4.1,127,39.1
IN-001,Adams County,Indiana,42.8,3.3,122,39.4
IN-003,Allen County,Indiana,42.4,3.3,123,39.1
IN-005,Bartholomew County,Indiana,45.2,2.7,124,42.5
IN-007,Benton County,Indiana,41.7,2.9,120,38.8
IN-009,Blackford County,Indiana,43,2.7,119,40.3
IN-011,Boone County,Indiana,42.9,3.3,121,39.5
IN-013,Brown County,Indiana,44.4,2.8,124,41.5
IN-015,Carroll County,Indiana,42.8,3.5,123,39.3
IN-017,Cass County,Indiana,42.6,3.5,124,39.1
IN-019,Clark County,Indiana,46.1,2.9,122,43.3
IN-021,Clay County,Indiana,44.5,3.2,124,41.3
IN-023,Clinton County,Indiana,42.8,3.4,122,39.4
IN-025,Crawford County,Indiana,44.7,1.7,118,42.9
IN-027,Daviess County,Indiana,45.3,2.8,122,42.5
IN-029,Dearborn County,Indiana,44.8,2.5,118,42.3
IN-031,Decatur County,Indiana,44.5,2.6,122,41.9
IN-033,DeKalb County,Indiana,41.6,3.3,124,38.3
IN-035,Delaware County,Indiana,43.6,3.2,121,40.4
IN-037,Dubois County,Indiana,45,2.2,121,42.8
IN-039,Elkhart County,Indiana,42.1,4.3,127,37.9
IN-041,Fayette County,Indiana,43.1,2.3,119,40.8
IN-043,Floyd County,Indiana,46.5,3,124,43.5
IN-045,Fountain County,Indiana,42.4,2.4,116,40
IN-047,Franklin County,Indiana,43.6,2.1,116,41.5
IN-049,Fulton County,Indiana,42.1,3.9,126,38.2
IN-051,Gibson County,Indiana,47.4,3,125,44.4
IN-053,Grant County,Indiana,43.4,3.2,127,40.2
IN-055,Greene County,Indiana,44.8,3.2,126,41.5
IN-057,Hamilton County,Indiana,43.3,3.1,121,40.3
IN-059,Hancock County,Indiana,44,3.1,123,40.9
IN-061,Harrison County,Indiana,46.1,2.8,123,43.4
IN-063,Hendricks County,Indiana,43.5,3.1,124,40.4
IN-065,Henry County,Indiana,43,2.9,122,40.1
IN-067,Howard County,Indiana,42.9,3.2,124,39.7
IN-069,Huntington County,Indiana,42.6,3.2,124,39.4
IN-071,Jackson County,Indiana,45.6,3.1,127,42.4
IN-073,Jasper County,Indiana,41.9,3.4,124,38.5
IN-075,Jay County,Indiana,42.6,2.8,118,39.8
IN-077,Jefferson County,Indiana,46.1,3.3,124,42.8
IN-079,Jennings County,Indiana,45.5,2.9,126,42.5
IN-081,Johnson County,Indiana,44.5,3,124,41.4
IN-083,Knox County,Indiana,46.1,2.6,121,43.5
IN-085,Kosciusko County,Indiana,42.1,3.8,127,38.3
IN-087,LaGrange County,Indiana,41.9,4,127,37.9
IN-089,Lake County,Indiana,42.5,3.6,124,38.9
IN-091,LaPorte County,Indiana,42.5,3.9,128,38.6
IN-093,Lawrence County,Indiana,44.3,2.7,123,41.6
IN-095,Madison County,Indiana,43.7,3.3,121,40.4
IN-097,Marion County,Indiana,44.3,3.1,124,41.3
IN-099,Marshall County,Indiana,42,4.2,127,37.8
IN-101,Martin County,Indiana,44.5,2.8,122,41.7
IN-103,Miami County,Indiana,42.9,3.4,125,39.5
IN-105,Monroe County,Indiana,44,2.9,122,41
IN-107,Montgomery County,Indiana,42.5,3.1,121,39.5
IN-109,Morgan County,Indiana,44.1,3.1,124,41.1
IN-111,Newton County,Indiana,42,3.3,123,38.7
IN-113,Noble County,Indiana,41.8,3.6,125,38.1
IN-115,Ohio County,Indiana,46,3.2,121,42.8
IN-117,Orange County,Indiana,44.4,2.3,121,42.1
IN-119,Owen County,Indiana,44.1,3.1,125,41
IN-121,Parke County,Indiana,42.8,2.1,115,40.7
IN-123,Perry County,Indiana,45.2,1.2,105,44
IN-125,Pike County,Indiana,46.1,2.8,123,43.4
IN-127,Porter County,Indiana,42.4,3.8,127,38.6
IN-129,Posey County,Indiana,48.7,3.1,125,45.5
IN-131,Pulaski County,Indiana,41.9,3.8,125,38.1
IN-133,Putnam County,Indiana,43,2.7,121,40.3
IN-135,Randolph County,Indiana,42.5,2.8,121,39.7
IN-137,Ripley County,Indiana,44.6,2.8,123,41.8
IN-139,Rush County,Indiana,43.7,2.7,121,41
IN-141,St. Joseph County,Indiana,42.2,4.1,128,38
IN-143,Scott County,Indiana,45.9,3.2,126,42.7
IN-145,Shelby County,Indiana,44.8,3,123,41.8
IN-147,Spencer County,Indiana,46.5,1.9,116,44.6
IN-149,Starke County,Indiana,42.3,4.3,128,38.1
IN-151,Steuben County,Indiana,41.2,3.6,126,37.6
IN-153,Sullivan County,Indiana,45.8,3.3,125,42.5
IN-155,Switzerland County,Indiana,46.5,3.5,123,43
IN-157,Tippecanoe County,Indiana,42.6,3.2,120,39.5
IN-159,Tipton County,Indiana,42.8,3,122,39.7
IN-161,Union County,Indiana,42.9,2.2,114,40.7
IN-163,Vanderburgh County,Indiana,48.6,3.3,127,45.3
IN-165,Vermillion County,Indiana,43.1,2.1,114,41
IN-167,Vigo County,Indiana,45,3.1,125,41.8
IN-169,Wabash County,Indiana,42.7,3.2,124,39.5
IN-171,Warren County,Indiana,42.1,2.4,118,39.6
IN-173,Warrick County,Indiana,47.1,2.8,123,44.4
IN-175,Washington County,Indiana,45.1,2.9,124,42.2
IN-177,Wayne County,Indiana,42.3,2.3,116,40
IN-179,Wells County,Indiana,42.7,3.2,122,39.5
IN-181,White County,Indiana,41.8,3.1,120,38.7
IN-183,Whitley County,Indiana,41.9,3.2,124,38.7
IA-001,Adair County,Iowa,39.7,2.5,119,37.2
IA-003,Adams County,Iowa,40.5,2.9,121,37.7
IA-005,Allamakee County,Iowa,38.6,3.5,122,35.1
IA-007,Appanoose County,Iowa,41.1,1.4,108,39.7
IA-009,Audubon County,Iowa,38.9,2.6,120,36.3
IA-011,Benton County,Iowa,38.8,2.3,118,36.5
IA-013,Black Hawk County,Iowa,39,3,123,36
IA-015,Boone County,Iowa,39.7,2.9,120,36.8
IA-017,Bremer County,Iowa,38.4,3.5,123,34.9
IA-019,Buchanan County,Iowa,38.2,2.5,121,35.6
IA-021,Buena Vista County,Iowa,38.2,3.3,120,34.9
IA-023,Butler County,Iowa,38.6,3.3,123,35.4
IA-025,Calhoun County,Iowa,38.7,3,119,35.8
IA-027,Carroll County,Iowa,39.2,3.4,122,35.9
IA-029,Cass County,Iowa,40.1,2.7,122,37.4
IA-031,Cedar County,Iowa,40.9,2.7,121,38.1
IA-033,Cerro Gordo County,Iowa,37.6,3.2,121,34.5
IA-035,Cherokee County,Iowa,38.3,3.3,123,35
IA-037,Chickasaw County,Iowa,37.3,3.4,121,33.9
IA-039,Clarke County,Iowa,41.8,3.2,125,38.7
IA-041,Clay County,Iowa,37.6,3.7,120,33.9
IA-043,Clayton County,Iowa,38.8,3.1,122,35.6
IA-045,Clinton County,Iowa,42.1,3.7,126,38.4
IA-047,Crawford County,Iowa,39.5,3.7,122,35.9
IA-049,Dallas County,Iowa,40.7,3.1,121,37.6
IA-051,Davis County,Iowa,42.1,2.1,119,40
IA-053,Decatur County,Iowa,42.2,2.9,123,39.3
IA-055,Delaware County,Iowa,38.9,3.2,122,35.6
IA-057,Des Moines County,Iowa,43.1,2.8,123,40.3
IA-059,Dickinson County,Iowa,37.4,4,123,33.4
IA-061,Dubuque County,Iowa,40,3.1,122,36.9
IA-063,Emmet County,Iowa,37.1,3.5,119,33.6
IA-065,Fayette County,Iowa,37.5,3.1,121,34.4
IA-067,Floyd County,Iowa,37.8,3,121,34.7
IA-069,Franklin County,Iowa,38.2,3.3,122,35
IA-071,Fremont County,Iowa,41.6,1.9,112,39.7
IA-073,Greene County,Iowa,39.6,3.1,121,36.5
IA-075,Grundy County,Iowa,39.1,2.9,122,36.1
IA-077,Guthrie County,Iowa,39.6,2.7,122,36.9
IA-079,Hamilton County,Iowa,38.3,2.6,118,35.8
IA-081,Hancock County,Iowa,37.4,3.1,121,34.3
IA-083,Hardin County,Iowa,38.9,3.1,121,35.8
IA-085,Harrison County,Iowa,40.7,3.2,121,37.6
IA-087,Henry County,Iowa,42.3,2.5,120,39.9
IA-089,Howard County,Iowa,36.1,3.3,120,32.9
IA-091,Humboldt County,Iowa,38.1,2.6,120,35.5
IA-093,Ida County,Iowa,39.1,3.6,122,35.5
IA-095,Iowa County,Iowa,40.2,2.9,121,37.3
IA-097,Jackson County,Iowa,41,3.3,124,37.7
IA-099,Jasper County,Iowa,40.9,3.1,122,37.8
IA-101,Jefferson County,Iowa,41.6,2,118,39.6
IA-103,Johnson County,Iowa,40.9,3.1,122,37.8
IA-105,Jones County,Iowa,40.5,3.5,126,37
IA-107,Keokuk County,Iowa,40.7,2.2,119,38.4
IA-109,Kossuth County,Iowa,37.7,3.3,121,34.4
IA-111,Lee County,Iowa,43.7,2.4,121,41.3
IA-113,Linn County,Iowa,39.9,3.4,123,36.6
IA-115,Louisa County,Iowa,42.6,3.1,123,39.4
IA-117,Lucas County,Iowa,41.6,2.4,121,39.2
IA-119,Lyon County,Iowa,36.7,3.2,119,33.6
IA-121,Madison County,Iowa,40.8,2.8,122,38
IA-123,Mahaska County,Iowa,41.2,2.5,122,38.7
IA-125,Marion County,Iowa,41.6,2.3,121,39.3
IA-127,Marshall County,Iowa,39.7,3,121,36.7
IA-129,Mills County,Iowa,41.3,2.1,115,39.3
IA-131,Mitchell County,Iowa,36.8,2.9,119,33.9
IA-133,Monona County,Iowa,39.7,3,121,36.7
IA-135,Monroe County,Iowa,41.6,2.1,119,39.5
IA-137,Montgomery County,Iowa,40.8,2.4,118,38.4
IA-139,Muscatine County,Iowa,41.6,2.5,121,39.1
IA-141,O&#039;Brien County,Iowa,37.5,3.5,121,34
IA-143,Osceola County,Iowa,37.1,3.9,121,33.2
IA-145,Page County,Iowa,41.3,2.4,118,39
IA-147,Palo Alto County,Iowa,37.5,3,119,34.4
IA-149,Plymouth County,Iowa,38.8,3.7,124,35.1
IA-151,Pocahontas County,Iowa,37.7,2.3,116,35.4
IA-153,Polk County,Iowa,41.4,3,121,38.3
IA-155,Pottawattamie County,Iowa,41.1,2.9,120,38.2
IA-157,Poweshiek County,Iowa,40.2,3,122,37.2
IA-159,Ringgold County,Iowa,41.8,3.3,124,38.5
IA-161,Sac County,Iowa,39.1,3.7,122,35.4
IA-163,Scott County,Iowa,43.1,4.1,127,39
IA-165,Shelby County,Iowa,39.8,3.1,123,36.6
IA-167,Sioux County,Iowa,37.5,3.2,121,34.3
IA-169,Story County,Iowa,39.9,3,121,36.9
IA-171,Tama County,Iowa,39.2,2.8,122,36.4
IA-173,Taylor County,Iowa,41.4,3,121,38.4
IA-175,Union County,Iowa,40.8,3,123,37.8
IA-177,Van Buren County,Iowa,42.7,2.1,121,40.5
IA-179,Wapello County,Iowa,41.7,2.3,118,39.4
IA-181,Warren County,Iowa,41.7,2.6,120,39
IA-183,Washington County,Iowa,41.1,2.6,121,38.5
IA-185,Wayne County,Iowa,41.3,2,118,39.3
IA-187,Webster County,Iowa,38.5,2.7,120,35.9
IA-189,Winnebago County,Iowa,37.2,3.1,122,34.1
IA-191,Winneshiek County,Iowa,37.4,3.9,122,33.5
IA-193,Woodbury County,Iowa,39.4,3.4,124,36
IA-195,Worth County,Iowa,37.1,3,121,34.1
IA-197,Wright County,Iowa,37.7,2.8,120,35
KS-001,Allen County,Kansas,46.6,1.6,112,45
KS-003,Anderson County,Kansas,46.5,2,118,44.5
KS-005,Atchison County,Kansas,44,2,113,42
KS-007,Barber County,Kansas,45.6,1.8,112,43.8
KS-009,Barton County,Kansas,42.8,0.7,94,42.1
KS-011,Bourbon County,Kansas,46.8,1.4,106,45.3
KS-013,Brown County,Kansas,43.1,1.9,112,41.2
KS-015,Butler County,Kansas,46.3,2.3,122,44
KS-017,Chase County,Kansas,44.9,1.8,110,43.1
KS-019,Chautauqua County,Kansas,47.2,1.4,111,45.8
KS-021,Cherokee County,Kansas,48.3,1.7,113,46.5
KS-023,Cheyenne County,Kansas,38.5,1.8,112,36.7
KS-025,Clark County,Kansas,44.2,1.3,106,42.9
KS-027,Clay County,Kansas,44.3,2.8,123,41.5
KS-029,Cloud County,Kansas,44.1,2.8,125,41.3
KS-031,Coffey County,Kansas,46.7,2.9,124,43.8
KS-033,Comanche County,Kansas,44.8,1.6,113,43.1
KS-035,Cowley County,Kansas,46.9,1.7,113,45.2
KS-037,Crawford County,Kansas,47.6,1.7,111,45.9
KS-039,Decatur County,Kansas,38.5,1.1,95,37.4
KS-041,Dickinson County,Kansas,45.2,2.8,122,42.4
KS-043,Doniphan County,Kansas,43.4,1.3,103,42.2
KS-045,Douglas County,Kansas,46.2,2.5,123,43.7
KS-047,Edwards County,Kansas,43.3,1.5,112,41.8
KS-049,Elk County,Kansas,46.7,1.8,115,44.9
KS-051,Ellis County,Kansas,41.5,1.2,99,40.3
KS-053,Ellsworth County,Kansas,43.9,1.3,106,42.6
KS-055,Finney County,Kansas,40.6,1.4,105,39.3
KS-057,Ford County,Kansas,42.7,1.6,112,41.1
KS-059,Franklin County,Kansas,46.7,2.7,124,44
KS-061,Geary County,Kansas,45.3,3.2,124,42.1
KS-063,Gove County,Kansas,40.4,1.7,112,38.6
KS-065,Graham County,Kansas,40.2,1,95,39.3
KS-067,Grant County,Kansas,40.8,1,99,39.8
KS-069,Gray County,Kansas,41.5,1.2,101,40.3
KS-071,Greeley County,Kansas,38.1,0.2,72,37.9
KS-073,Greenwood County,Kansas,46.4,2.5,122,43.9
KS-075,Hamilton County,Kansas,39.6,0.3,79,39.3
KS-077,Harper County,Kansas,46.7,2.1,112,44.6
KS-079,Harvey County,Kansas,45.9,2.3,122,43.5
KS-081,Haskell County,Kansas,41.1,1.1,100,40
KS-083,Hodgeman County,Kansas,42.3,1.6,106,40.7
KS-085,Jackson County,Kansas,43.7,2.3,119,41.4
KS-087,Jefferson County,Kansas,45.2,2.6,123,42.5
KS-089,Jewell County,Kansas,41.9,2.5,120,39.4
KS-091,Johnson County,Kansas,46.7,2.8,126,43.8
KS-093,Kearny County,Kansas,40.4,1.1,99,39.3
KS-095,Kingman County,Kansas,45.5,1.6,105,44
KS-097,Kiowa County,Kansas,44,1.8,117,42.2
KS-099,Labette County,Kansas,47.6,1.1,104,46.5
KS-101,Lane County,Kansas,40.5,1.9,108,38.7
KS-103,Leavenworth County,Kansas,45.9,2.8,123,43.1
KS-105,Lincoln County,Kansas,43,1.4,104,41.6
KS-107,Linn County,Kansas,46.4,1.6,110,44.9
KS-109,Logan County,Kansas,39.1,0.8,91,38.3
KS-111,Lyon County,Kansas,45.7,2.8,125,42.9
KS-113,McPherson County,Kansas,45.1,1.8,113,43.3
KS-115,Marion County,Kansas,45.1,2.1,114,43.1
KS-117,Marshall County,Kansas,41.5,1.1,94,40.4
KS-119,Meade County,Kansas,43.2,1,103,42.2
KS-121,Miami County,Kansas,46.8,2.6,125,44.2
KS-123,Mitchell County,Kansas,42.6,2.1,115,40.6
KS-125,Montgomery County,Kansas,47.7,1.2,107,46.5
KS-127,Morris County,Kansas,44.7,2.5,121,42.2
KS-129,Morton County,Kansas,41.2,1.1,100,40.2
KS-131,Nemaha County,Kansas,42.1,1.8,110,40.3
KS-133,Neosho County,Kansas,47.3,1.6,114,45.7
KS-135,Ness County,Kansas,41.6,1.4,104,40.2
KS-137,Norton County,Kansas,38.7,0.5,82,38.2
KS-139,Osage County,Kansas,46.4,3.3,125,43.1
KS-141,Osborne County,Kansas,41.9,2,114,39.9
KS-143,Ottawa County,Kansas,44.4,2.3,119,42.1
KS-145,Pawnee County,Kansas,42.7,0.8,94,41.9
KS-147,Phillips County,Kansas,40.4,1.6,104,38.8
KS-149,Pottawatomie County,Kansas,43.9,2.5,123,41.4
KS-151,Pratt County,Kansas,44.9,1.6,116,43.3
KS-153,Rawlins County,Kansas,38.4,1.3,102,37.1
KS-155,Reno County,Kansas,45.1,1.6,107,43.5
KS-157,Republic County,Kansas,42.8,2.9,124,40
KS-159,Rice County,Kansas,44.1,1.1,101,43
KS-161,Riley County,Kansas,44.3,2.7,123,41.6
KS-163,Rooks County,Kansas,40.9,1.2,99,39.7
KS-165,Rush County,Kansas,41.8,0.8,90,41
KS-167,Russell County,Kansas,42.7,1.7,109,41
KS-169,Saline County,Kansas,45,2.2,117,42.8
KS-171,Scott County,Kansas,39.9,1.5,103,38.4
KS-173,Sedgwick County,Kansas,46.6,2.3,118,44.4
KS-175,Seward County,Kansas,42.1,0.9,97,41.2
KS-177,Shawnee County,Kansas,45.3,2.7,123,42.6
