County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k
Schenectady County,New York,132031.0,3736.663706520244,50.1,59.8,40.3,159902.0,82569.94909381996
Schleicher County,Texas,1291.0,4140.526976160602,67.4,80.5,54.3,2391.0,53994.14470932664
Schley County,Georgia,2154.0,1723.376049491825,66.1,77.5,54.7,4526.0,47591.69244365886
Schoharie County,New York,19746.0,2308.5866135193487,47.9,57.9,37.8,30105.0,65590.43348281016
Schoolcraft County,Michigan,4681.0,4540.4344091299545,43.6,52.4,34.7,8149.0,57442.63099766842
Schuyler County,Illinois,4063.0,4930.937175107679,54.6,65.2,44.0,6733.0,60344.57151344126
Schuyler County,Missouri,1484.0,2936.096718480138,53.8,65.1,42.5,4053.0,36614.853195164076
Schuyler County,New York,12596.0,3387.216541954647,48.8,58.5,39.1,17507.0,71948.36351173816
Schuylkill County,Pennsylvania,100730.0,4163.131320156344,51.6,61.3,41.8,143786.0,70055.49914456205
Scioto County,Ohio,43970.0,6204.060081423946,55.8,67.4,44.2,71969.0,61095.74955883783
Scotland County,Missouri,1547.0,3999.144568006843,54.1,64.9,43.2,4676.0,33083.832335329345
Scotland County,North Carolina,23340.0,6263.090528275542,64.0,75.4,52.6,34376.0,67896.20665580638
Scott County,Arkansas,6243.0,4628.971678002234,62.1,73.7,50.5,9851.0,63374.27672317532
Scott County,Illinois,2235.0,3057.3248407643314,55.3,66.5,44.1,4710.0,47452.229299363054
Scott County,Indiana,12051.0,4108.366792391613,57.1,68.3,45.9,24657.0,48874.55894877722
Scott County,Iowa,129661.0,4011.591209043439,52.9,62.8,43.1,174270.0,74402.36414758707
Scott County,Kansas,2611.0,3494.514425030475,54.5,69.0,39.9,4922.0,53047.541649735875
Scott County,Kentucky,37511.0,2158.9549262066216,57.4,68.6,46.2,60168.0,62343.77077516288
Scott County,Minnesota,115181.0,1669.2980091647737,47.8,57.5,38.1,155814.0,73922.11226205603
Scott County,Mississippi,17016.0,2995.601119714981,66.9,79.2,54.6,27507.0,61860.6172974152
Scott County,Missouri,19619.0,4489.429649766423,59.9,70.5,49.3,37889.0,51780.20005806434
Scott County,Tennessee,9254.0,3657.931532181679,56.5,67.7,45.4,22171.0,41739.208876460245
Scott County,Virginia,14716.0,3396.6313628516773,56.9,68.6,45.1,21433.0,68660.47683478748
Screven County,Georgia,7774.0,2949.061662198392,65.8,77.2,54.4,14174.0,54846.90277973755
Scurry County,Texas,8965.0,3077.966938070565,66.2,78.8,53.6,16212.0,55298.5442881816
Searcy County,Arkansas,3767.0,4125.0320266461695,59.2,70.2,48.2,7806.0,48257.75044837305
Sebastian County,Arkansas,82169.0,6842.088955677083,63.2,74.8,51.5,129098.0,63648.54606577949
Sedgwick County,Colorado,1316.0,4393.214441061331,49.8,62.8,36.8,2299.0,57242.279251848624
Sedgwick County,Kansas,349172.0,4235.631607530432,59.0,71.4,46.6,528469.0,66072.37132168585
Seminole County,Florida,336645.0,2775.718554280558,74.5,84.0,64.9,484271.0,69515.82894701521
Seminole County,Georgia,4258.0,3915.530136383634,68.7,80.1,57.3,9092.0,46832.38011438627
Seminole County,Oklahoma,15945.0,3759.813282410354,62.8,75.1,50.5,23565.0,67663.90833863782
Seneca County,New York,20103.0,2318.464249281276,49.7,58.4,41.0,32349.0,62144.11573773533
Seneca County,Ohio,29413.0,3192.9136024354902,52.9,62.6,43.2,54527.0,53942.08373833147
Sequatchie County,Tennessee,6177.0,3222.4229357263566,58.6,68.8,48.5,17161.0,35994.40592040091
Sequoyah County,Oklahoma,23286.0,3479.6852895187512,63.3,74.7,51.8,40291.0,57794.544687399175
Sevier County,Arkansas,9677.0,2488.4851586489253,63.9,75.3,52.5,15632.0,61905.066530194475
Sevier County,Tennessee,57904.0,3777.09601166826,57.4,68.0,46.9,99415.0,58244.73168032993
Sevier County,Utah,11382.0,2980.665950590763,44.8,56.9,32.8,22344.0,50939.84962406015
Seward County,Kansas,14086.0,2620.2117055109884,56.8,71.5,42.1,21067.0,66862.86609389092
Seward County,Nebraska,8945.0,2869.1075773866787,53.1,65.3,40.8,17671.0,50619.65932884387
Shackelford County,Texas,1371.0,2260.761845772685,67.4,79.8,55.0,3229.0,42458.96562403221
Shannon County,Missouri,2836.0,3744.1282122133184,58.5,70.3,46.7,7238.0,39182.09450124344
Sharkey County,Mississippi,2806.0,5965.227817745803,67.4,78.7,56.1,3336.0,84112.7098321343
Sharp County,Arkansas,8816.0,3840.160284951024,60.2,71.1,49.2,17968.0,49065.00445235975
Shasta County,California,104998.0,5324.728607387202,55.2,67.5,42.9,180366.0,58213.85405231585
Shawano County,Wisconsin,24288.0,3539.370940669926,46.5,56.5,36.6,41109.0,59081.9528570386
Shawnee County,Kansas,129188.0,4943.571163345448,57.3,69.3,45.3,177746.0,72681.24177196674
Sheboygan County,Wisconsin,80045.0,3691.657041918608,48.5,57.4,39.6,117752.0,67977.61396834024
Shelby County,Alabama,101372.0,2227.4678111587987,64.3,76.3,52.2,233000.0,43507.29613733906
Shelby County,Illinois,9830.0,3238.03967327888,55.6,66.2,45.1,20568.0,47792.68767016725
Shelby County,Indiana,30037.0,3404.744533616325,55.4,65.9,44.8,45231.0,66407.99451703478
Shelby County,Iowa,7489.0,4319.8373708283925,51.1,62.3,39.8,11806.0,63433.847196340845
Shelby County,Kentucky,27243.0,2086.23649399172,57.6,69.3,45.9,49515.0,55019.691002726446
Shelby County,Missouri,3138.0,4181.419659416624,54.6,66.0,43.2,5931.0,52908.44714213455
Shelby County,Ohio,19012.0,2884.957604940856,53.3,63.3,43.2,47765.0,39803.20318224642
Shelby County,Tennessee,655329.0,4733.737563760793,63.6,74.2,53.1,910042.0,72010.85224637984
Shelby County,Texas,10895.0,2857.851854915423,68.0,79.5,56.5,24179.0,45059.76260391248
Shenandoah County,Virginia,25330.0,3648.182541788273,55.0,67.6,42.4,45228.0,56005.12956575573
Sherburne County,Minnesota,50557.0,1771.9116294542391,45.9,55.9,35.9,102206.0,49465.78478758586
Sheridan County,Kansas,1018.0,4787.453569954601,53.2,67.1,39.4,2423.0,42014.03219149814
Sheridan County,Montana,1729.0,4116.638078902231,42.6,54.6,30.5,3498.0,49428.24471126358
Sheridan County,Wyoming,19058.0,3585.5961130416067,43.4,55.3,31.5,32519.0,58605.73818383099
Sherman County,Kansas,2965.0,3251.19780971937,52.1,66.1,38.1,5844.0,50735.79739904175
Sherman County,Texas,1367.0,2315.160567587752,58.3,72.9,43.7,2678.0,51045.556385362215
Shiawassee County,Michigan,36274.0,4001.4700477765527,50.1,59.4,40.7,68025.0,53324.513046674016
Shoshone County,Idaho,6322.0,3835.733637530301,44.5,53.7,35.2,14026.0,45073.435049194355
Sibley County,Minnesota,7980.0,2360.116679925749,47.4,57.2,37.7,15084.0,52903.73906125696
Sierra County,New Mexico,8961.0,6363.161559888579,59.6,74.0,45.2,11488.0,78003.13370473537
Silver Bow County,Montana,24103.0,4653.465346534654,39.9,51.0,28.7,36360.0,66289.87898789879
Simpson County,Kentucky,11131.0,2485.7638029215154,59.5,70.6,48.3,20195.0,55117.603367170086
Simpson County,Mississippi,14275.0,3733.229632510208,68.1,80.1,56.2,25715.0,55512.346879253346
Sioux County,Iowa,16193.0,2278.8721514098106,48.1,58.7,37.5,36246.0,44675.27451304972
Siskiyou County,California,27114.0,4577.555063512411,49.3,60.6,38.0,42905.0,63195.43176785922
Skagit County,Washington,99678.0,3800.117184230351,47.5,55.2,39.8,131417.0,75848.63449934179
Skamania County,Washington,5341.0,2167.721518987342,46.4,54.7,38.2,12640.0,42254.74683544304
Smith County,Kansas,1776.0,5320.33426183844,54.0,66.9,41.1,3590.0,49470.75208913649
Smith County,Mississippi,6435.0,3149.15951485921,67.7,80.0,55.5,14099.0,45641.53486062841
Smith County,Tennessee,7847.0,3534.910896874087,59.9,71.8,47.9,20538.0,38207.225630538516
Smith County,Texas,124648.0,6473.253428707755,66.9,78.3,55.5,245209.0,50833.37071640926
Smyth County,Virginia,17417.0,4737.130339539978,53.6,65.0,42.1,29216.0,59614.59474260679
Snohomish County,Washington,664979.0,2471.5866381142123,47.8,55.6,40.0,844761.0,78718.0042639279
Snyder County,Pennsylvania,21298.0,2054.53584107561,52.8,62.8,42.7,39717.0,53624.39257748571
Socorro County,New Mexico,14307.0,3414.145210799975,56.1,71.4,40.7,15963.0,89626.01014846834
Solano County,California,363952.0,2989.862383074588,60.8,73.0,48.6,449218.0,81019.01526652984
Somerset County,Maine,36607.0,3993.99633542552,42.7,52.1,33.3,51302.0,71355.89255779501
Somerset County,Maryland,15137.0,2737.856282617423,60.1,69.8,50.3,24910.0,60766.760337213964
Somerset County,New Jersey,320041.0,2341.74783999633,55.0,65.5,44.5,348842.0,91743.82671811308
Somerset County,Pennsylvania,42735.0,4847.846863443079,49.9,60.2,39.6,72197.0,59192.210202639995
Somervell County,Texas,4728.0,4166.666666666666,69.0,80.4,57.6,9888.0,47815.53398058253
Sonoma County,California,437072.0,3298.797041169585,56.7,67.2,46.3,481812.0,90714.2204843383
Southampton County,Virginia,8076.0,2731.5716272600835,61.2,72.8,49.7,17975.0,44929.06815020862
Spalding County,Georgia,31184.0,6449.260858376461,64.6,76.4,52.7,69946.0,44582.96400080062
Spartanburg County,South Carolina,166798.0,4386.904328030995,61.3,72.8,49.9,356698.0,46761.686356525686
Spencer County,Indiana,10451.0,2471.1200401808137,57.5,68.6,46.5,19910.0,52491.21044701155
Spencer County,Kentucky,6982.0,1709.609858263114,58.3,70.0,46.6,20531.0,34007.11119770104
Spink County,South Dakota,3909.0,4184.236133636069,45.8,57.2,34.3,6166.0,63396.042815439505
Spokane County,Washington,374252.0,3898.7768720929175,49.0,59.7,38.3,551455.0,67866.28102021017
Spotsylvania County,Virginia,75335.0,1996.81792657165,57.9,70.0,45.7,149588.0,50361.66002620531
St. Bernard Parish,Louisiana,27187.0,2138.857027191148,71.8,79.5,64.1,44463.0,61145.221869869325
St. Charles County,Missouri,292282.0,2794.371416434062,57.8,69.1,46.6,416659.0,70148.97074106164
St. Charles Parish,Louisiana,34715.0,2285.657842749901,71.9,81.2,62.5,50620.0,68579.61280126432
St. Clair County,Alabama,43095.0,3132.325853985265,63.6,75.1,52.1,95552.0,45101.096784996655
St. Clair County,Illinois,193440.0,3724.43410432718,57.6,68.2,47.0,251018.0,77062.20271056259
St. Clair County,Michigan,82582.0,4152.019715525977,51.1,59.1,43.1,159874.0,51654.42786194128
St. Clair County,Missouri,3854.0,4060.7054963084497,58.7,70.6,46.8,9752.0,39520.09844134536
St. Croix County,Wisconsin,55227.0,2375.908146708969,46.3,56.2,36.5,96763.0,57074.501617353744
St. Francis County,Arkansas,15519.0,3239.672413012986,63.9,74.1,53.7,22101.0,70218.54214741415
St. Francois County,Missouri,34336.0,4261.9821646932505,57.4,69.1,45.7,67058.0,51203.43583166811
St. Helena Parish,Louisiana,3674.0,3220.7165398180805,70.0,80.9,59.0,10774.0,34100.61258585483
St. James Parish,Louisiana,13280.0,2865.926736491064,71.5,81.5,61.5,19191.0,69199.10374654786
St. John the Baptist Parish,Louisiana,30599.0,2422.206506364922,71.5,81.4,61.5,39592.0,77285.8153162255
St. Johns County,Florida,214804.0,2121.458248727,72.6,81.9,63.3,320110.0,67103.18328074725
St. Joseph County,Indiana,188605.0,4317.788658887,51.9,61.7,42.2,272848.0,69124.5675247757
St. Joseph County,Michigan,29203.0,3214.6259732579915,51.6,61.3,42.0,60878.0,47969.70991162653
St. Landry Parish,Louisiana,40345.0,4435.087891584012,70.2,80.7,59.6,81464.0,49524.94353333988
St. Lawrence County,New York,71675.0,3458.94894333271,46.1,55.8,36.5,106940.0,67023.56461567234
St. Louis County,Minnesota,151807.0,5283.920324765353,40.6,51.5,29.6,200514.0,75708.9280548989
St. Louis County,Missouri,792789.0,4883.902583330884,58.4,69.2,47.6,987059.0,80318.29910876654
St. Lucie County,Florida,231103.0,3674.655902523114,75.8,85.0,66.6,373586.0,61860.72283222604
St. Martin Parish,Louisiana,24594.0,2585.3457899994123,71.2,81.1,61.2,51057.0,48169.69269639814
St. Mary Parish,Louisiana,26081.0,3959.1966847306335,71.6,80.0,63.1,47055.0,55426.628413558596
St. Tammany Parish,Louisiana,169781.0,3875.78333932064,70.6,81.0,60.3,275583.0,61607.9366288922
Stafford County,Kansas,2187.0,4425.684318239959,56.4,69.1,43.7,3909.0,55947.81273983116
Stafford County,Virginia,118611.0,1348.0184732935174,58.7,69.9,47.5,165428.0,71699.47046449211
Stanislaus County,California,350788.0,3808.824329470649,61.3,73.8,48.8,551430.0,63614.23934134885
Stanley County,South Dakota,2385.0,1643.115346697338,47.7,60.2,35.2,3043.0,78376.60203746303
Stanly County,North Carolina,39820.0,3502.3364130352056,62.1,73.6,50.7,65699.0,60609.75052892738
Stanton County,Kansas,1162.0,3208.837453971594,55.4,70.5,40.4,1901.0,61125.72330352446
Stark County,Illinois,3146.0,4158.681487159832,52.9,63.4,42.4,5218.0,60291.29934840935
Stark County,North Dakota,14610.0,2472.652343868368,43.3,55.2,31.4,33001.0,44271.38571558438
Stark County,Ohio,223262.0,4916.612112171198,52.6,62.5,42.7,372716.0,59901.37262687945
Starke County,Indiana,9816.0,2986.296647418771,52.2,62.1,42.3,23206.0,42299.40532620874
Starr County,Texas,86644.0,1665.3016653016657,77.1,88.3,65.9,65934.0,131410.19807686473
Ste. Genevieve County,Missouri,9074.0,3159.5322390301467,57.7,68.9,46.5,18642.0,48675.034867503484
Stearns County,Minnesota,106983.0,4031.6318480279792,44.8,54.7,34.9,160977.0,66458.5624033247
Steele County,Minnesota,24474.0,3206.755565057053,47.1,57.1,37.1,37421.0,65401.77974933861
Steele County,North Dakota,1087.0,953.9842873176208,40.2,50.6,29.8,1782.0,60998.877665544336
Stephens County,Georgia,12491.0,4197.884530630234,61.9,72.8,50.9,27228.0,45875.569266931096
Stephens County,Oklahoma,25749.0,4664.424955695915,63.8,76.0,51.6,44014.0,58501.84032353342
Stephens County,Texas,3926.0,2911.2704698704915,67.2,79.8,54.5,9343.0,42020.76420849834
Stephenson County,Illinois,30332.0,4899.663612109964,50.1,60.3,39.9,43105.0,70367.70676255655
Sterling County,Texas,576.0,3006.4423765211163,67.0,79.2,54.7,1397.0,41231.209735146746
Steuben County,Indiana,18743.0,2875.3902110719705,51.0,60.7,41.2,34917.0,53678.72383079875
Steuben County,New York,67407.0,4023.35018771294,48.8,58.8,38.7,92162.0,73139.68880883661
Stevens County,Kansas,2562.0,2875.714004333268,56.5,71.2,41.8,5077.0,50462.87177467008
Stevens County,Minnesota,6320.0,2436.266447368421,45.1,55.9,34.1,9728.0,64967.1052631579
Stevens County,Washington,20930.0,2795.0119786227656,46.7,56.9,36.5,48837.0,42856.85033888241
Stewart County,Georgia,2529.0,3380.402225074882,66.1,77.6,54.6,4674.0,54107.83055198973
Stewart County,Tennessee,7070.0,2545.3522711292367,60.4,71.1,49.7,14222.0,49711.71424553509
Stillwater County,Montana,4637.0,2758.0944075002726,44.4,56.0,32.8,9173.0,50550.52872560776
Stoddard County,Missouri,13632.0,3944.078599852097,60.1,70.6,49.5,28397.0,48005.07095819981
Stokes County,North Carolina,30336.0,3283.4050777475186,58.8,69.4,48.2,45532.0,66625.66985856101
Stone County,Arkansas,5633.0,4332.728277168337,60.3,71.4,49.3,12671.0,44455.84405335017
Stone County,Mississippi,10073.0,2687.140115163148,69.2,81.1,57.2,18756.0,53705.48091277458
Stone County,Missouri,14232.0,2621.1035580868397,58.6,70.6,46.6,32658.0,43578.90869006063
Stonewall County,Texas,609.0,7224.958949096879,66.8,80.3,53.3,1218.0,50000.0
Storey County,Nevada,1306.0,3016.5190327986597,49.6,61.3,37.9,4177.0,31266.459181230548
Story County,Iowa,69783.0,2486.6586855507985,50.9,61.9,39.9,98566.0,70798.246859972
Strafford County,New Hampshire,102832.0,3514.63116261267,48.5,58.0,39.0,133243.0,77176.28693439806
Stutsman County,North Dakota,13466.0,3585.4525056095736,41.8,52.1,31.5,21392.0,62948.76589379207
Sublette County,Wyoming,4404.0,2096.108819266362,35.4,49.3,21.4,8969.0,49102.464042814136
Suffolk County,Massachusetts,809561.0,4114.129550704363,53.2,62.2,44.1,768425.0,105353.28756872824
Suffolk County,New York,1313651.0,3315.5196071351197,54.6,63.1,46.1,1523170.0,86244.54263148566
Sullivan County,Indiana,11628.0,3194.1031941031943,56.9,68.1,45.8,20757.0,56019.65601965602
Sullivan County,Missouri,3130.0,3001.5525271692254,53.9,65.0,42.8,5797.0,53993.44488528549
Sullivan County,New Hampshire,34961.0,2956.6285337396803,47.1,56.8,37.4,43969.0,79512.83859082535
Sullivan County,New York,53671.0,2706.4564564564566,49.1,58.8,39.4,79920.0,67155.9059059059
Sullivan County,Pennsylvania,4027.0,4302.365443949263,48.0,57.0,39.0,5834.0,69026.39698320192
Sullivan County,Tennessee,104435.0,7915.6258673327775,57.7,69.9,45.5,162135.0,64412.37240571129
Summers County,West Virginia,8950.0,4127.4501338399095,54.3,65.4,43.1,11581.0,77281.75459804853
Summit County,Colorado,32338.0,997.8664040702444,35.0,47.5,22.4,30465.0,106148.03873297227
Summit County,Ohio,382557.0,4655.304041378821,53.0,62.4,43.5,535733.0,71408.14547545138
Summit County,Utah,46572.0,1124.909375803924,38.7,50.3,27.1,42759.0,108917.42089384691
Sumner County,Kansas,11537.0,3590.937583952718,59.7,72.1,47.2,22334.0,51656.66696516522
Sumner County,Tennessee,108396.0,3151.5332173043453,60.1,71.3,48.8,207994.0,52114.96485475543
Sumter County,Alabama,8862.0,3189.221454762514,66.3,78.2,54.4,11727.0,75569.19928370426
Sumter County,Florida,124378.0,6144.55844027315,73.5,84.2,62.8,151565.0,82062.48144360505
Sumter County,Georgia,18333.0,4745.586708203531,67.0,78.1,55.8,28890.0,63457.94392523364
Sumter County,South Carolina,74861.0,4030.144482311717,65.3,76.3,54.3,104165.0,71867.70988335813
Sunflower County,Mississippi,15561.0,4377.145659637077,66.3,76.9,55.6,24468.0,63597.35164296224
Surry County,North Carolina,50600.0,6096.946628977638,58.1,69.9,46.4,71462.0,70806.86238840222
Surry County,Virginia,4053.0,2441.983922341878,61.1,71.8,50.3,6593.0,61474.2909146064
Susquehanna County,Pennsylvania,24260.0,3571.334855283529,49.4,59.2,39.5,38109.0,63659.503004539605
Sussex County,Delaware,202631.0,3794.5573016481408,58.7,68.7,48.7,263509.0,76897.18377740419
Sussex County,New Jersey,109046.0,2936.3862808967237,51.6,61.9,41.4,146132.0,74621.57501437057
Sussex County,Virginia,4701.0,3290.8803569768525,60.8,72.4,49.3,10757.0,43701.775587989214
Sutter County,California,67114.0,2127.659574468085,63.1,76.2,50.1,97948.0,68520.03103687671
Sutton County,Texas,1900.0,3011.4871158025458,68.3,80.9,55.6,3221.0,58987.89195901893
Suwannee County,Florida,20922.0,2995.8812052893995,69.7,81.3,58.1,46130.0,45354.43312378062
Swain County,North Carolina,11796.0,5094.854843345789,53.0,63.5,42.6,13916.0,84765.73728082783
Sweet Grass County,Montana,1704.0,3853.30853042785,43.5,54.8,32.2,3763.0,45283.01886792453
Sweetwater County,Wyoming,26324.0,2877.645518679241,40.4,53.4,27.4,41249.0,63817.30466193119
Swift County,Minnesota,5936.0,3446.8566724971706,45.4,56.5,34.3,9719.0,61076.242411770756
Swisher County,Texas,3437.0,2890.007189072609,60.5,74.5,46.4,6955.0,49417.685118619695
Switzerland County,Indiana,3815.0,2215.7899990018964,56.8,67.1,46.5,10019.0,38077.652460325386
Talbot County,Georgia,3487.0,2658.272123119972,64.5,76.6,52.3,5718.0,60982.861140258836
Talbot County,Maryland,32023.0,6141.765592364434,58.6,68.7,48.5,37823.0,84665.41522354123
Talladega County,Alabama,36621.0,3991.02696839718,64.0,76.2,51.7,81132.0,45137.55361632894
Tallahatchie County,Mississippi,6743.0,3244.065219227845,66.0,76.9,55.0,11837.0,56965.44732618062
Tallapoosa County,Alabama,19006.0,4997.910367037884,63.8,75.8,51.8,40677.0,46724.193032917865
Tama County,Iowa,11745.0,2726.7866690429514,50.5,61.7,39.2,16833.0,69773.65888433435
Taney County,Missouri,27814.0,4343.461030383091,59.0,71.5,46.4,56775.0,48989.87230295024
Tangipahoa Parish,Louisiana,73215.0,3956.860586394716,70.2,81.1,59.3,138064.0,53029.75431683856
Taos County,New Mexico,34616.0,3531.46345007993,43.8,57.5,30.1,34405.0,100613.28295305916
Tarrant County,Texas,1401201.0,2971.8999132823656,68.6,79.6,57.7,2182947.0,64188.5029732742
Tate County,Mississippi,15022.0,2968.7555288206363,64.0,74.9,53.1,28261.0,53154.52390219737
Tattnall County,Georgia,9791.0,2539.5126769838657,67.8,79.4,56.1,24296.0,40298.81461969048
Taylor County,Florida,10693.0,3248.0771012881105,70.4,81.2,59.6,21582.0,49545.917894541744
Taylor County,Georgia,4313.0,3248.259860788863,65.4,77.3,53.4,7758.0,55594.22531580305
Taylor County,Iowa,3149.0,2835.921674544227,52.5,63.5,41.4,5924.0,53156.650911546254
Taylor County,Kentucky,14369.0,4122.073894792572,58.4,69.0,47.7,26443.0,54339.522747040806
Taylor County,Texas,82640.0,5141.790841483014,67.0,79.8,54.3,146836.0,56280.476177504155
Taylor County,West Virginia,8785.0,3526.9709543568465,53.9,65.1,42.7,16388.0,53606.29729070051
Taylor County,Wisconsin,7803.0,3155.848040682022,44.2,54.3,34.0,20058.0,38902.18366736464
Tazewell County,Illinois,84943.0,2988.243104499734,54.7,65.4,44.1,129541.0,65572.28985417745
Tazewell County,Virginia,21813.0,5414.110429447853,53.0,64.0,42.0,39120.0,55759.20245398773
Tehama County,California,32968.0,3431.644477317554,58.6,70.2,46.9,64896.0,50801.28205128205
Telfair County,Georgia,5480.0,3708.7912087912086,67.3,78.8,55.8,10920.0,50183.15018315018
Teller County,Colorado,14996.0,2234.228378762644,40.4,54.2,26.6,24617.0,60917.25230531746
Tensas Parish,Louisiana,3271.0,2391.0733262486715,68.5,80.4,56.5,3764.0,86902.23166843783
Terrebonne Parish,Louisiana,60038.0,3770.653180975911,72.2,80.4,64.0,103616.0,57942.78875849289
Terrell County,Georgia,5793.0,2993.805918788713,67.1,78.1,56.1,8718.0,66448.72677219546
Terry County,Texas,5988.0,3325.539101065212,62.6,76.9,48.3,11547.0,51857.62535723565
Teton County,Idaho,9766.0,1115.626743166786,40.2,51.4,29.1,12549.0,77822.93409833453
Teton County,Montana,3033.0,2426.1275272161743,43.8,55.6,32.0,6430.0,47169.517884914465
Teton County,Wyoming,26716.0,1403.236914600551,35.4,47.3,23.6,23232.0,114996.5564738292
Texas County,Missouri,9809.0,4254.6547484289,58.0,69.3,46.6,25619.0,38287.989382879896
Texas County,Oklahoma,11654.0,1880.123705267292,57.8,72.4,43.2,20371.0,57208.777183250706
Thomas County,Georgia,25443.0,6120.616004731758,68.2,79.4,56.9,45649.0,55736.160704506125
Thomas County,Kansas,3624.0,3216.7832167832166,52.7,66.9,38.4,7865.0,46077.55880483153
Throckmorton County,Texas,700.0,3145.478374836173,67.1,80.1,54.1,1526.0,45871.55963302752
Thurston County,Nebraska,7076.0,3461.9490620710694,50.4,61.8,39.0,6557.0,107915.20512429465
Thurston County,Washington,237588.0,3393.6114353367693,52.2,62.3,42.0,299003.0,79460.07230696682
Tift County,Georgia,19979.0,5915.194686432113,67.0,78.7,55.4,41554.0,48079.6072580257
Tillamook County,Oregon,20054.0,4121.530437319912,50.4,58.5,42.2,27417.0,73144.39946018894
Tillman County,Oklahoma,4459.0,3246.469646236716,64.9,78.1,51.7,6869.0,64914.83476488572
Tioga County,New York,35007.0,2449.9633239023365,49.2,59.2,39.2,47715.0,73366.86576548255
Tioga County,Pennsylvania,21673.0,3582.272282076396,48.5,59.1,38.1,40840.0,53068.07051909892
Tippah County,Mississippi,11019.0,3429.3230610231594,62.8,74.2,51.3,21287.0,51763.987410156435
Tippecanoe County,Indiana,131827.0,3228.4206957921947,53.4,64.1,42.6,188792.0,69826.58163481503
Tipton County,Indiana,7739.0,3651.0225485055057,53.3,63.8,42.8,15256.0,50727.58259045621
Tipton County,Tennessee,29443.0,2620.3337902120456,62.6,73.1,52.1,62015.0,47477.223252438926
Tishomingo County,Mississippi,9016.0,5327.71383800724,62.8,74.2,51.3,18507.0,48716.70178851246
Titus County,Texas,15669.0,4152.182925662532,66.5,78.7,54.3,31357.0,49969.703734413364
Todd County,Kentucky,6249.0,2233.07187449976,59.4,70.0,48.7,12494.0,50016.00768368817
Todd County,Minnesota,11627.0,2594.771496474072,44.2,54.3,34.1,25667.0,45299.411695952
Todd County,South Dakota,10639.0,2522.013262311121,48.7,61.0,36.5,9199.0,115653.87542124144
Tom Green County,Texas,68260.0,4376.895100666067,68.0,81.1,54.8,119057.0,57333.882090091305
Tompkins County,New York,97483.0,2505.8421367735955,48.5,58.0,39.0,103558.0,94133.72216535661
Tooele County,Utah,50097.0,1717.2246529597444,50.2,62.6,37.9,82051.0,61055.928629754664
Toole County,Montana,2434.0,2396.259497369959,44.9,56.9,32.9,5133.0,47418.66354958114
Toombs County,Georgia,13039.0,7281.80473372781,67.5,79.1,55.8,27040.0,48221.153846153844
Torrance County,New Mexico,9261.0,2846.542570204056,52.3,67.6,36.9,15633.0,59240.06908462867
Towner County,North Dakota,1160.0,4827.586206896552,40.2,51.2,29.3,2030.0,57142.85714285714
Towns County,Georgia,6859.0,4756.425009589567,57.4,68.9,45.9,13035.0,52619.8695818949
Traill County,North Dakota,5186.0,4160.343955488113,41.3,51.6,31.0,7908.0,65579.16034395549
Transylvania County,North Carolina,29530.0,3794.4499090882,54.8,64.5,45.1,33549.0,88020.50731765477
Traverse County,Minnesota,2404.0,4591.836734693878,44.8,55.5,34.1,3136.0,76658.16326530612
Travis County,Texas,1090285.0,2067.775762737638,70.6,82.2,58.9,1334961.0,81671.67430359389
Trego County,Kansas,1163.0,4650.311241303552,54.9,68.6,41.2,2731.0,42585.13365067741
Trempealeau County,Wisconsin,21862.0,2708.8255283342505,47.8,58.0,37.6,30899.0,70753.09880578659
Treutlen County,Georgia,2866.0,3012.1431950796405,66.7,78.3,55.0,6341.0,45197.91830941492
Trigg County,Kentucky,8026.0,3458.8349919966595,60.0,70.4,49.7,14369.0,55856.357436147264
Trimble County,Kentucky,4585.0,2358.5453700476355,57.2,68.0,46.4,8607.0,53270.59370280005
Trinity County,Texas,6666.0,3949.957829631712,69.5,80.0,59.0,14228.0,46851.27916783807
Tripp County,South Dakota,3052.0,3682.618751111902,49.2,61.6,36.8,5621.0,54296.38854296388
Troup County,Georgia,30965.0,4678.974300981029,63.7,75.6,51.8,70742.0,43771.733906307425
Trousdale County,Tennessee,4728.0,2591.47583734007,60.1,71.8,48.4,12271.0,38529.8671664901
Trumbull County,Ohio,121784.0,4152.755111716649,51.7,62.2,41.1,200373.0,60778.647821812316
Tucker County,West Virginia,4687.0,3997.577225923683,49.9,61.1,38.7,6604.0,70972.13809812235
Tulare County,California,293582.0,2658.154454520427,54.0,65.3,42.7,479468.0,61230.78078203342
Tulsa County,Oklahoma,524894.0,5065.547074983745,61.5,73.3,49.8,682868.0,76866.10003690318
Tunica County,Mississippi,6016.0,3173.056097032705,64.6,75.0,54.2,9234.0,65150.530647606676
Tuolumne County,California,34368.0,4650.948269500406,49.6,61.6,37.7,54204.0,63404.914766437905
Turner County,Georgia,4705.0,3019.4185654955663,67.0,78.6,55.3,8909.0,52811.76338534067
Turner County,South Dakota,5724.0,3932.646504929656,48.3,59.1,37.4,9027.0,63409.770687936194
Tuscaloosa County,Alabama,114961.0,3626.360201033816,64.7,76.3,53.0,237373.0,48430.529167175715
Tuscarawas County,Ohio,44954.0,4498.552365195812,53.1,63.4,42.7,91874.0,48930.05638156606
